boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember
227,1917,Dragonfly 3,-8,11,1,8,2,13,2,13,1,8,0,0,0,0,1,7
227,1975,Dragonfly 4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1
233,1437,Sprint 1,-3,14,0,0,1,3,0,0,1,3,0,0,0,0,1,1
233,1917,Dragonfly 3,0,11,0,0,1,8,1,8,0,0,0,0,0,0,1,1
233,1975,Dragonfly 4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1
235,1,Sprint 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
235,4,Sprint 2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1
235,9,Sprint 1,-30,14,9,37,0,0,0,0,7,35,0,0,2,2,1,4
235,10,Sprint 2,-38,14,9,44,0,0,0,0,8,43,0,0,1,1,1,1
235,14,Sprint 3,-49,14,10,49,0,0,0,0,9,44,1,5,0,0,1,2
235,64,Sprint 4,-30,14,10,48,0,0,2,18,5,7,3,23,0,0,1,4
235,81,Sprint 5,-16,14,4,17,0,0,0,0,3,16,0,0,1,1,1,1
235,233,Sprint 6,-26,0,10,35,0,0,2,7,4,19,2,7,2,2,1,6
235,314,Sprint 5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
265,1,Sprint 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
265,2,Sprint 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
265,4,Sprint 2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1
265,10,Sprint 2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1
265,20,1.1-M2-test-r,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1
265,21,1.1-M2-Fire,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
265,29,1.1-M4-Blue,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1
